hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
BASN_conventional_hydroelectric_1,2030_p11,1220.0280272598634,1220.0280272598634
CANO_conventional_hydroelectric_1,2030_p11,1409.444847223742,1409.4448472237418
CASO_conventional_hydroelectric_1,2030_p11,129.096663024675,129.096663024675
FRCC_conventional_hydroelectric_1,2030_p11,15.990599999999999,15.990599999999999
ISNE_conventional_hydroelectric_1,2030_p11,355.71214142109477,355.71214142109477
MISC_conventional_hydroelectric_1,2030_p11,212.20215111351823,212.2021511135182
MISE_conventional_hydroelectric_1,2030_p11,30.151440000000004,30.151440000000004
MISS_conventional_hydroelectric_1,2030_p11,284.7519876396694,284.7519876396694
MISW_conventional_hydroelectric_1,2030_p11,44.66207230681168,44.66207230681168
NWPP_conventional_hydroelectric_1,2030_p11,17174.403518141364,17174.403518141364
NYUP_conventional_hydroelectric_1,2030_p11,2581.292212612131,2581.292212612131
PJMC_conventional_hydroelectric_1,2030_p11,2.96296,2.96296
PJMD_conventional_hydroelectric_1,2030_p11,98.95434,98.95434
PJME_conventional_hydroelectric_1,2030_p11,390.99060599039996,390.99060599039996
PJMW_conventional_hydroelectric_1,2030_p11,344.78543383077505,344.78543383077505
RMRG_conventional_hydroelectric_1,2030_p11,186.9362663505128,186.9362663505128
SPPC_conventional_hydroelectric_1,2030_p11,19.115199999999998,19.115199999999998
SPPN_conventional_hydroelectric_1,2030_p11,959.659287284317,959.659287284317
SPPS_conventional_hydroelectric_1,2030_p11,704.9072199999999,704.9072199999999
SRCA_conventional_hydroelectric_1,2030_p11,221.3741046,221.3741046
SRCE_conventional_hydroelectric_1,2030_p11,2169.6595559777893,2169.6595559777893
SRSE_conventional_hydroelectric_1,2030_p11,935.7874767999999,935.7874767999999
SRSG_conventional_hydroelectric_1,2030_p11,910.8002410324727,910.8002410324727
TRE_conventional_hydroelectric_1,2030_p11,103.50246,103.50246
BASN_conventional_hydroelectric_1,2030_p16,1396.731569979791,1396.731569979791
CANO_conventional_hydroelectric_1,2030_p16,2265.8436259844066,2265.8436259844066
CASO_conventional_hydroelectric_1,2030_p16,245.91255395595653,245.91255395595653
FRCC_conventional_hydroelectric_1,2030_p16,12.07995,12.07995
ISNE_conventional_hydroelectric_1,2030_p16,274.97726534464493,274.97726534464493
MISC_conventional_hydroelectric_1,2030_p16,286.31457969146106,286.31457969146106
MISE_conventional_hydroelectric_1,2030_p16,11.680200000000001,11.680200000000001
MISS_conventional_hydroelectric_1,2030_p16,353.92795572892555,353.92795572892555
MISW_conventional_hydroelectric_1,2030_p16,50.33723058958214,50.33723058958214
NWPP_conventional_hydroelectric_1,2030_p16,19840.91536352395,19840.91536352395
NYUP_conventional_hydroelectric_1,2030_p16,2178.2249093723726,2178.2249093723726
PJMC_conventional_hydroelectric_1,2030_p16,4.93272,4.93272
PJMD_conventional_hydroelectric_1,2030_p16,152.84583,152.84583
PJME_conventional_hydroelectric_1,2030_p16,239.10211035359995,239.10211035359995
PJMW_conventional_hydroelectric_1,2030_p16,313.26783060776916,313.26783060776916
RMRG_conventional_hydroelectric_1,2030_p16,183.45702922389765,183.45702922389765
SPPC_conventional_hydroelectric_1,2030_p16,19.9524,19.9524
SPPN_conventional_hydroelectric_1,2030_p16,1204.6525741656592,1204.6525741656592
SPPS_conventional_hydroelectric_1,2030_p16,1128.3354699999998,1128.3354699999998
SRCA_conventional_hydroelectric_1,2030_p16,202.79383739999997,202.79383739999997
SRCE_conventional_hydroelectric_1,2030_p16,565.4958168151658,565.4958168151658
SRSE_conventional_hydroelectric_1,2030_p16,306.3263258,306.3263258
SRSG_conventional_hydroelectric_1,2030_p16,967.7663346364652,967.7663346364652
TRE_conventional_hydroelectric_1,2030_p16,130.20504,130.20504
BASN_conventional_hydroelectric_1,2030_p2,815.122872200227,818.6218872014402
CANO_conventional_hydroelectric_1,2030_p2,1209.805336318879,1210.8338657247252
CASO_conventional_hydroelectric_1,2030_p2,152.26647489519766,152.3193672461118
FRCC_conventional_hydroelectric_1,2030_p2,21.11925,21.432864285714285
ISNE_conventional_hydroelectric_1,2030_p2,302.6401641062186,302.65434143896726
MISC_conventional_hydroelectric_1,2030_p2,131.81109297759335,133.44252958543194
MISE_conventional_hydroelectric_1,2030_p2,11.628360000000002,11.63179285714286
MISS_conventional_hydroelectric_1,2030_p2,270.69786412561984,277.5360482100354
MISW_conventional_hydroelectric_1,2030_p2,23.070758259874076,23.076202753904656
NWPP_conventional_hydroelectric_1,2030_p2,13366.331321099171,13371.553982305271
NYUP_conventional_hydroelectric_1,2030_p2,2490.4779166873973,2507.296248746779
PJMC_conventional_hydroelectric_1,2030_p2,2.42632,2.426685238095238
PJMD_conventional_hydroelectric_1,2030_p2,144.01719,147.73009440476193
PJME_conventional_hydroelectric_1,2030_p2,445.4486844911999,447.94665146288565
PJMW_conventional_hydroelectric_1,2030_p2,307.9393062554026,310.85852926394494
RMRG_conventional_hydroelectric_1,2030_p2,143.96298980353177,144.655012592089
SPPC_conventional_hydroelectric_1,2030_p2,7.7168,7.906661904761905
SPPN_conventional_hydroelectric_1,2030_p2,1047.1553108033852,1059.574581773551
SPPS_conventional_hydroelectric_1,2030_p2,394.1915375,404.84925535714285
SRCA_conventional_hydroelectric_1,2030_p2,302.6627736,308.1853389214286
SRCE_conventional_hydroelectric_1,2030_p2,3045.5310182462335,3090.057693268865
SRSE_conventional_hydroelectric_1,2030_p2,1175.9088968,1193.711776570238
SRSG_conventional_hydroelectric_1,2030_p2,869.4379012623369,876.605869030838
TRE_conventional_hydroelectric_1,2030_p2,7.23894,7.255776071428571
BASN_conventional_hydroelectric_1,2030_p22,1328.7503778809541,1354.558738910619
CANO_conventional_hydroelectric_1,2030_p22,2860.803023206586,2969.989566382557
CASO_conventional_hydroelectric_1,2030_p22,485.96470941894415,496.01563667209945
FRCC_conventional_hydroelectric_1,2030_p22,13.393650000000001,14.634927678571428
ISNE_conventional_hydroelectric_1,2030_p22,304.9165902591735,322.15133020027326
MISC_conventional_hydroelectric_1,2030_p22,176.86262231229523,197.73384424192585
MISE_conventional_hydroelectric_1,2030_p22,10.938240000000002,12.364090714285718
MISS_conventional_hydroelectric_1,2030_p22,127.6172071041322,162.96882966080284
MISW_conventional_hydroelectric_1,2030_p22,43.07242811677161,43.20600420475918
NWPP_conventional_hydroelectric_1,2030_p22,20649.348003356085,20692.66686646684
NYUP_conventional_hydroelectric_1,2030_p22,1997.9195476934265,2025.5507860737723
PJMC_conventional_hydroelectric_1,2030_p22,3.6940800000000005,3.836262857142857
PJMD_conventional_hydroelectric_1,2030_p22,73.87855,81.68754630952382
PJME_conventional_hydroelectric_1,2030_p22,343.20584843999995,387.1144040333142
PJMW_conventional_hydroelectric_1,2030_p22,240.06159503447105,277.3326122270492
RMRG_conventional_hydroelectric_1,2030_p22,306.1398915332135,307.76554958282907
SPPC_conventional_hydroelectric_1,2030_p22,6.0892,8.34250238095238
SPPN_conventional_hydroelectric_1,2030_p22,1217.1523134776717,1248.2970909035007
SPPS_conventional_hydroelectric_1,2030_p22,231.07084499999996,292.9648213392857
SRCA_conventional_hydroelectric_1,2030_p22,195.2150442,211.7281693607143
SRCE_conventional_hydroelectric_1,2030_p22,740.5272993809932,823.0982127342721
SRSE_conventional_hydroelectric_1,2030_p22,334.454835,339.5492477797619
SRSG_conventional_hydroelectric_1,2030_p22,917.5828420246406,922.1235700434393
TRE_conventional_hydroelectric_1,2030_p22,53.02164,54.3300025
BASN_conventional_hydroelectric_1,2030_p26,1342.4102775576566,1370.2735339630499
CANO_conventional_hydroelectric_1,2030_p26,2768.6531214169568,2853.9130096082968
CASO_conventional_hydroelectric_1,2030_p26,415.3206130326347,438.58129717520126
FRCC_conventional_hydroelectric_1,2030_p26,10.2486,10.894652678571429
ISNE_conventional_hydroelectric_1,2030_p26,226.03636659449322,249.06768420023215
MISC_conventional_hydroelectric_1,2030_p26,151.91914661288493,153.5382293247543
MISE_conventional_hydroelectric_1,2030_p26,6.972480000000001,7.855264285714288
MISS_conventional_hydroelectric_1,2030_p26,68.40729327272727,74.64041869380165
MISW_conventional_hydroelectric_1,2030_p26,34.832412741843164,38.29542938895249
NWPP_conventional_hydroelectric_1,2030_p26,20474.007177399,20522.920637028838
NYUP_conventional_hydroelectric_1,2030_p26,1883.6988231089147,1915.6649968632896
PJMC_conventional_hydroelectric_1,2030_p26,4.15688,4.16286
PJMD_conventional_hydroelectric_1,2030_p26,58.060570000000006,60.5319469047619
PJME_conventional_hydroelectric_1,2030_p26,174.32938972799997,220.18559173817138
PJMW_conventional_hydroelectric_1,2030_p26,195.2045462818782,197.34190365999592
RMRG_conventional_hydroelectric_1,2030_p26,299.74845714531034,301.52536140510426
SPPC_conventional_hydroelectric_1,2030_p26,3.4008,3.588216666666667
SPPN_conventional_hydroelectric_1,2030_p26,1329.411849690442,1351.7653713494592
SPPS_conventional_hydroelectric_1,2030_p26,157.07171749999998,162.16053773809523
SRCA_conventional_hydroelectric_1,2030_p26,164.28867839999998,168.54883913214286
SRCE_conventional_hydroelectric_1,2030_p26,975.6357971919992,988.238368343155
SRSE_conventional_hydroelectric_1,2030_p26,353.32151799999997,358.6201156607143
SRSG_conventional_hydroelectric_1,2030_p26,929.9465300838568,930.894625519673
TRE_conventional_hydroelectric_1,2030_p26,32.64713999999999,40.15659857142857
BASN_conventional_hydroelectric_1,2030_p33,1026.9037708179733,1026.9037708179733
CANO_conventional_hydroelectric_1,2030_p33,2797.2037025174236,2797.2037025174236
CASO_conventional_hydroelectric_1,2030_p33,354.41322236667554,354.41322236667554
FRCC_conventional_hydroelectric_1,2030_p33,10.6401,10.6401
ISNE_conventional_hydroelectric_1,2030_p33,152.7946628201733,152.7946628201733
MISC_conventional_hydroelectric_1,2030_p33,157.55962166455558,157.55962166455558
MISE_conventional_hydroelectric_1,2030_p33,6.732720000000001,6.732720000000001
MISS_conventional_hydroelectric_1,2030_p33,40.563499080991726,40.563499080991726
MISW_conventional_hydroelectric_1,2030_p33,25.721566846021748,25.721566846021748
NWPP_conventional_hydroelectric_1,2030_p33,15737.41224204527,15737.41224204527
NYUP_conventional_hydroelectric_1,2030_p33,1768.0152522921655,1768.0152522921655
PJMC_conventional_hydroelectric_1,2030_p33,2.3400000000000003,2.3400000000000003
PJMD_conventional_hydroelectric_1,2030_p33,60.57428,60.574279999999995
PJME_conventional_hydroelectric_1,2030_p33,122.54906214719998,122.54906214719998
PJMW_conventional_hydroelectric_1,2030_p33,194.9367706642278,194.93677066422777
RMRG_conventional_hydroelectric_1,2030_p33,314.312861427091,314.312861427091
SPPC_conventional_hydroelectric_1,2030_p33,3.0784000000000002,3.0784000000000002
SPPN_conventional_hydroelectric_1,2030_p33,1419.768392314174,1419.768392314174
SPPS_conventional_hydroelectric_1,2030_p33,101.21951499999999,101.21951499999999
SRCA_conventional_hydroelectric_1,2030_p33,182.3799912,182.3799912
SRCE_conventional_hydroelectric_1,2030_p33,1708.152334270037,1708.1523342700373
SRSE_conventional_hydroelectric_1,2030_p33,438.3931068,438.3931068
SRSG_conventional_hydroelectric_1,2030_p33,853.5689886536467,853.5689886536467
TRE_conventional_hydroelectric_1,2030_p33,33.46212,33.46212
BASN_conventional_hydroelectric_1,2030_p40,505.24317526094575,581.795912813352
CANO_conventional_hydroelectric_1,2030_p40,1801.6861140832655,1893.7637123545796
CASO_conventional_hydroelectric_1,2030_p40,200.43454135845053,247.59496575673734
FRCC_conventional_hydroelectric_1,2030_p40,11.2665,11.603469642857144
ISNE_conventional_hydroelectric_1,2030_p40,221.1429008280362,247.21291210457184
MISC_conventional_hydroelectric_1,2030_p40,139.93252237816117,143.428173667248
MISE_conventional_hydroelectric_1,2030_p40,5.6538,6.755747142857144
MISS_conventional_hydroelectric_1,2030_p40,68.20072128595042,72.38117463506492
MISW_conventional_hydroelectric_1,2030_p40,26.742067006296512,27.85650399807834
NWPP_conventional_hydroelectric_1,2030_p40,9016.559646760368,9398.195672347785
NYUP_conventional_hydroelectric_1,2030_p40,1627.2255474568951,1648.964594278306
PJMC_conventional_hydroelectric_1,2030_p40,2.78928,2.855994761904762
PJMD_conventional_hydroelectric_1,2030_p40,28.570460000000004,33.54751821428572
PJME_conventional_hydroelectric_1,2030_p40,150.38757077759996,168.02437440805713
PJMW_conventional_hydroelectric_1,2030_p40,174.14875474063737,181.02601233065718
RMRG_conventional_hydroelectric_1,2030_p40,216.0780587328751,221.82430032506835
SPPC_conventional_hydroelectric_1,2030_p40,2.1476,2.31855
SPPN_conventional_hydroelectric_1,2030_p40,1058.1779136901491,1111.1786673324036
SPPS_conventional_hydroelectric_1,2030_p40,114.93052499999999,115.81866815476191
SRCA_conventional_hydroelectric_1,2030_p40,187.7584896,192.00264289642857
SRCE_conventional_hydroelectric_1,2030_p40,1620.0620896438652,1693.9979843948975
SRSE_conventional_hydroelectric_1,2030_p40,458.9749428,472.6961668
SRSG_conventional_hydroelectric_1,2030_p40,498.4297180821467,528.419634784721
TRE_conventional_hydroelectric_1,2030_p40,54.555719999999994,69.83630964285715
BASN_conventional_hydroelectric_1,2030_p48,635.8508232295818,655.8842842532443
CANO_conventional_hydroelectric_1,2030_p48,1579.4280048393352,1705.3322075987053
CASO_conventional_hydroelectric_1,2030_p48,160.34454052003184,170.22015144685975
FRCC_conventional_hydroelectric_1,2030_p48,12.1452,12.60384017857143
ISNE_conventional_hydroelectric_1,2030_p48,266.8091791692049,279.97154583471576
MISC_conventional_hydroelectric_1,2030_p48,104.63615832854333,119.250397513356
MISE_conventional_hydroelectric_1,2030_p48,7.147440000000001,9.17874642857143
MISS_conventional_hydroelectric_1,2030_p48,44.59336622479338,48.204485462514754
MISW_conventional_hydroelectric_1,2030_p48,28.647086548368637,29.256564193310986
NWPP_conventional_hydroelectric_1,2030_p48,13616.707202232896,14703.758626868228
NYUP_conventional_hydroelectric_1,2030_p48,2009.8018323825154,2038.734470082811
PJMC_conventional_hydroelectric_1,2030_p48,3.05968,3.288102380952381
PJMD_conventional_hydroelectric_1,2030_p48,30.28714,31.893972916666666
PJME_conventional_hydroelectric_1,2030_p48,315.68220646559996,329.81162477194283
PJMW_conventional_hydroelectric_1,2030_p48,232.6568870121818,241.99499762826386
RMRG_conventional_hydroelectric_1,2030_p48,35.59756248992281,59.51518016525022
SPPC_conventional_hydroelectric_1,2030_p48,2.2256,2.5003333333333333
SPPN_conventional_hydroelectric_1,2030_p48,821.0962622998866,924.6897564920793
SPPS_conventional_hydroelectric_1,2030_p48,70.97464,75.60618653273809
SRCA_conventional_hydroelectric_1,2030_p48,139.7187198,145.41300125
SRCE_conventional_hydroelectric_1,2030_p48,1706.8234479476166,1737.1527389772643
SRSE_conventional_hydroelectric_1,2030_p48,489.84769680000005,527.9526792833334
SRSG_conventional_hydroelectric_1,2030_p48,662.6438042138741,674.728068482564
TRE_conventional_hydroelectric_1,2030_p48,15.053159999999998,16.366658928571425
BASN_conventional_hydroelectric_1,2030_p5,837.664534355673,850.7804002051197
CANO_conventional_hydroelectric_1,2030_p5,1102.85664105718,1134.0633506875715
CASO_conventional_hydroelectric_1,2030_p5,131.6657450782701,137.67253486519098
FRCC_conventional_hydroelectric_1,2030_p5,16.22115,17.742070535714287
ISNE_conventional_hydroelectric_1,2030_p5,265.6378732925013,276.390286769682
MISC_conventional_hydroelectric_1,2030_p5,144.38469317519107,151.93682437614888
MISE_conventional_hydroelectric_1,2030_p5,11.612160000000001,11.617810714285715
MISS_conventional_hydroelectric_1,2030_p5,282.0137040793388,285.5822231672964
MISW_conventional_hydroelectric_1,2030_p5,26.97170847166572,29.695618284610354
NWPP_conventional_hydroelectric_1,2030_p5,12741.202911296477,12923.657430718029
NYUP_conventional_hydroelectric_1,2030_p5,2524.7368032379686,2536.3949973168938
PJMC_conventional_hydroelectric_1,2030_p5,2.9598400000000002,3.331578095238095
PJMD_conventional_hydroelectric_1,2030_p5,58.79629,84.71326779761905
PJME_conventional_hydroelectric_1,2030_p5,375.2408861135999,396.4283671875428
PJMW_conventional_hydroelectric_1,2030_p5,303.4399660402791,305.62165916540795
RMRG_conventional_hydroelectric_1,2030_p5,110.51210280672517,120.45397221315578
SPPC_conventional_hydroelectric_1,2030_p5,8.398,8.739559523809522
SPPN_conventional_hydroelectric_1,2030_p5,964.8010034802361,992.4966595284759
SPPS_conventional_hydroelectric_1,2030_p5,478.675555,529.732984657738
SRCA_conventional_hydroelectric_1,2030_p5,228.09722759999997,251.46590091071425
SRCE_conventional_hydroelectric_1,2030_p5,2593.7172758912534,2738.763979083398
SRSE_conventional_hydroelectric_1,2030_p5,855.861347,954.2621248285714
SRSG_conventional_hydroelectric_1,2030_p5,845.6129924543785,854.6857030168501
TRE_conventional_hydroelectric_1,2030_p5,0.0,1.2036364285714285
BASN_conventional_hydroelectric_1,2030_p9,955.769447790939,1048.8834930736075
CANO_conventional_hydroelectric_1,2030_p9,1153.7974310869265,1243.6577487322488
CASO_conventional_hydroelectric_1,2030_p9,127.06434894667022,127.78749996680314
FRCC_conventional_hydroelectric_1,2030_p9,15.15105,15.44584017857143
ISNE_conventional_hydroelectric_1,2030_p9,279.42171313416657,306.29742838030836
MISC_conventional_hydroelectric_1,2030_p9,176.86229901751474,189.30513283265688
MISE_conventional_hydroelectric_1,2030_p9,15.937560000000003,20.94314785714286
MISS_conventional_hydroelectric_1,2030_p9,285.96320197685947,287.3083880051948
MISW_conventional_hydroelectric_1,2030_p9,37.09982101888953,39.76145505683212
NWPP_conventional_hydroelectric_1,2030_p9,13654.60338396251,14894.386893295989
NYUP_conventional_hydroelectric_1,2030_p9,2563.5305116269005,2569.755234115716
PJMC_conventional_hydroelectric_1,2030_p9,3.21464,3.4918185714285714
PJMD_conventional_hydroelectric_1,2030_p9,50.76468,67.74718505952382
PJME_conventional_hydroelectric_1,2030_p9,364.7356054992,373.9809823074
PJMW_conventional_hydroelectric_1,2030_p9,311.60360459441824,323.30992124070025
RMRG_conventional_hydroelectric_1,2030_p9,121.65999018335623,144.65872163134034
SPPC_conventional_hydroelectric_1,2030_p9,11.648,14.276878571428572
SPPN_conventional_hydroelectric_1,2030_p9,945.0724237095652,950.1031640274879
SPPS_conventional_hydroelectric_1,2030_p9,644.014205,665.4364579315476
SRCA_conventional_hydroelectric_1,2030_p9,210.861585,214.5534817642857
SRCE_conventional_hydroelectric_1,2030_p9,2239.9084955958206,2317.434466833104
SRSE_conventional_hydroelectric_1,2030_p9,808.5231242,853.3682496035714
SRSG_conventional_hydroelectric_1,2030_p9,854.5180045879624,874.3825868191306
TRE_conventional_hydroelectric_1,2030_p9,21.14154,50.14752285714285
